"","Fraction1_Ctrl_Rep1","Fraction1_RNase_Rep1","Fraction1_Ctrl_Rep2","Fraction1_RNase_Rep2","Fraction1_Ctrl_Rep3","Fraction1_RNase_Rep3","Fraction2_Ctrl_Rep1","Fraction2_RNase_Rep1","Fraction2_Ctrl_Rep2","Fraction2_RNase_Rep2","Fraction2_Ctrl_Rep3","Fraction2_RNase_Rep3","Fraction3_Ctrl_Rep1","Fraction3_RNase_Rep1","Fraction3_Ctrl_Rep2","Fraction3_RNase_Rep2","Fraction3_Ctrl_Rep3","Fraction3_RNase_Rep3","Fraction4_Ctrl_Rep1","Fraction4_RNase_Rep1","Fraction4_Ctrl_Rep2","Fraction4_RNase_Rep2","Fraction4_Ctrl_Rep3","Fraction4_RNase_Rep3","Fraction5_Ctrl_Rep1","Fraction5_RNase_Rep1","Fraction5_Ctrl_Rep2","Fraction5_RNase_Rep2","Fraction5_Ctrl_Rep3","Fraction5_RNase_Rep3","Fraction6_Ctrl_Rep1","Fraction6_RNase_Rep1","Fraction6_Ctrl_Rep2","Fraction6_RNase_Rep2","Fraction6_Ctrl_Rep3","Fraction6_RNase_Rep3","Fraction7_Ctrl_Rep1","Fraction7_RNase_Rep1","Fraction7_Ctrl_Rep2","Fraction7_RNase_Rep2","Fraction7_Ctrl_Rep3","Fraction7_RNase_Rep3","Fraction8_Ctrl_Rep1","Fraction8_RNase_Rep1","Fraction8_Ctrl_Rep2","Fraction8_RNase_Rep2","Fraction8_Ctrl_Rep3","Fraction8_RNase_Rep3","Fraction9_Ctrl_Rep1","Fraction9_RNase_Rep1","Fraction9_Ctrl_Rep2","Fraction9_RNase_Rep2","Fraction9_Ctrl_Rep3","Fraction9_RNase_Rep3","Fraction10_Ctrl_Rep1","Fraction10_RNase_Rep1","Fraction10_Ctrl_Rep2","Fraction10_RNase_Rep2","Fraction10_Ctrl_Rep3","Fraction10_RNase_Rep3","Fraction11_Ctrl_Rep1","Fraction11_RNase_Rep1","Fraction11_Ctrl_Rep2","Fraction11_RNase_Rep2","Fraction11_Ctrl_Rep3","Fraction11_RNase_Rep3","Fraction12_Ctrl_Rep1","Fraction12_RNase_Rep1","Fraction12_Ctrl_Rep2","Fraction12_RNase_Rep2","Fraction12_Ctrl_Rep3","Fraction12_RNase_Rep3","Fraction13_Ctrl_Rep1","Fraction13_RNase_Rep1","Fraction13_Ctrl_Rep2","Fraction13_RNase_Rep2","Fraction13_Ctrl_Rep3","Fraction13_RNase_Rep3","Fraction14_Ctrl_Rep1","Fraction14_RNase_Rep1","Fraction14_Ctrl_Rep2","Fraction14_RNase_Rep2","Fraction14_Ctrl_Rep3","Fraction14_RNase_Rep3","Fraction15_Ctrl_Rep1","Fraction15_RNase_Rep1","Fraction15_Ctrl_Rep2","Fraction15_RNase_Rep2","Fraction15_Ctrl_Rep3","Fraction15_RNase_Rep3","Fraction16_Ctrl_Rep1","Fraction16_RNase_Rep1","Fraction16_Ctrl_Rep2","Fraction16_RNase_Rep2","Fraction16_Ctrl_Rep3","Fraction16_RNase_Rep3","Fraction17_Ctrl_Rep1","Fraction17_RNase_Rep1","Fraction17_Ctrl_Rep2","Fraction17_RNase_Rep2","Fraction17_Ctrl_Rep3","Fraction17_RNase_Rep3","Fraction18_Ctrl_Rep1","Fraction18_RNase_Rep1","Fraction18_Ctrl_Rep2","Fraction18_RNase_Rep2","Fraction18_Ctrl_Rep3","Fraction18_RNase_Rep3","Fraction19_Ctrl_Rep1","Fraction19_RNase_Rep1","Fraction19_Ctrl_Rep2","Fraction19_RNase_Rep2","Fraction19_Ctrl_Rep3","Fraction19_RNase_Rep3","Fraction20_Ctrl_Rep1","Fraction20_RNase_Rep1","Fraction20_Ctrl_Rep2","Fraction20_RNase_Rep2","Fraction20_Ctrl_Rep3","Fraction20_RNase_Rep3","Fraction21_Ctrl_Rep1","Fraction21_RNase_Rep1","Fraction21_Ctrl_Rep2","Fraction21_RNase_Rep2","Fraction21_Ctrl_Rep3","Fraction21_RNase_Rep3","Fraction22_Ctrl_Rep1","Fraction22_RNase_Rep1","Fraction22_Ctrl_Rep2","Fraction22_RNase_Rep2","Fraction22_Ctrl_Rep3","Fraction22_RNase_Rep3","Fraction23_Ctrl_Rep1","Fraction23_RNase_Rep1","Fraction23_Ctrl_Rep2","Fraction23_RNase_Rep2","Fraction23_Ctrl_Rep3","Fraction23_RNase_Rep3","Fraction24_Ctrl_Rep1","Fraction24_RNase_Rep1","Fraction24_Ctrl_Rep2","Fraction24_RNase_Rep2","Fraction24_Ctrl_Rep3","Fraction24_RNase_Rep3","Fraction25_Ctrl_Rep1","Fraction25_RNase_Rep1","Fraction25_Ctrl_Rep2","Fraction25_RNase_Rep2","Fraction25_Ctrl_Rep3","Fraction25_RNase_Rep3"
"NOL7_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3636.2,71.336,4527.6,0,1520.4,65.139,0,0,0,0,0,0,10888,0,7903.6,0,2592.5,66.621,0,0,0,0,0,0,1827.5,299.82,1837.8,577.66,863.15,107.73
"SYNRG_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5083.2,4331,3537.5,1983.2,1853.9,2510.6,2362.5,1544.1,1352.7,569.41,409.44,520.06,2623.1,1079.5,953.85,368.22,715.65,377.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3BP2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1558.5,1315.4,2837.5,252.45,2086.4,7406.2,0,0,0,0,0,0,6668.4,17364,2373,5628.7,4487.2,17722,7779.1,42373,6062.6,20647,4679.6,21791,14908,96202,4228.3,19383,9783.8,30361,10660,33179,7132.1,4658.3,4425.6,6796.1,29997,36083,15706,6575.1,17270,9909.3,22503,19003,10615,7595.3,9247,5262.1,9069.7,6309.7,3940.8,775.52,3623.8,1555.2,8396.4,3451.7,2561.5,818.63,1489.9,658.11,2582.1,2811.8,2138.4,982.98,1413.2,795.27,15718,9171.9,10067,3238.2,8354.4,3606.2,7961.1,4331.3,7526.5,2141,5284.9,1425.1,13616,3198.6,14069,1251.8,7258.6,790.21,23501,1705.7,19098,1139.1,9043.9,1384.6,17214,2599.2,14943,608.38,9323.4,1250.5,8836,377.04,5405.2,144.71,3035.1,132.68,23035,424.99,25136,7.6904,7924,190.38,45676,107.81,32868,0,8311.8,292.28,12662,0,8899.2,0,3576.9,173.16,10337,579.96,6652.3,360.67,5734.1,0,16670,2359.1,15577,3249,7533.7,264.8
"CHIP_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6962.6,7645.6,5184.8,4783,3569.7,3454.9,23777,23483,15437,11143,10466,15376,29897,27754,13282,7552.9,8885.4,8458.5,18999,16950,7915.1,4322,9759.3,6222.3,44052,47671,17001,16776,18472,8750.9,16044,12792,5023.3,3863.8,6695.5,2549.3,0,0,0,0,0,0,2411,3469.8,1380.9,1631.7,1254.9,938.9,3022.2,2082.8,2202.5,799.61,1376.1,893.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PACN2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50233,51402,36347,21837,34565,49698,23043,17229,3800,10024,14402,28231,76649,75891,51004,38526,35151,36364,14002,10708,7496.2,4213.4,7275.1,8687.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUS12_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,3946.5,2903.5,3168.7,1187.3,2790.4,865.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSD13_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14150,14785,8753.7,5509.8,11971,16430,122770,100830,54719,21387,36913,48879,109930,55365,34455,22754,61485,25197,87706,56584,33018,22041,33251,15426,75392,75455,33447,21795,43161,14078,159570,50644,29155,17210,25793,10633,14826,15778,11202,7426.3,10188,4005.5,37616,22054,21597,9901.5,16585,8387.9,40847,32964,32887,19202,19032,11895,23648,16080,24073,5581.9,12908,3373.6,2531.2,1238.4,1917.5,343.83,1113.3,258.49,737.5,353.22,761.11,0,452.02,115.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAF1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,10181,5808,7557.8,3649,6368.6,2005.2,25230,5849.3,30634,1136.1,36015,102030,6782.3,5518,4445.3,2557.3,2599.6,4019.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MINP1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,5489.1,3788.2,3094,2121.8,2855.5,1124.3,7683.1,1662.2,12866,637.13,7714.1,19962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WDR3_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7400.6,1215.6,10782,75.392,3696.5,410.82,0,0,0,0,0,0,17597,800.02,13230,7.9399,5773.2,347.53,15060,1469,9797,810.47,11661,435.98,11095,3473.9,9640.6,5551.5,6002.1,1059.4
"NSF1C_HUMAN",3526,470.08,881.89,1819.9,1622.4,1376.6,55705,0,44599,9154.1,28327,59989,77252,91107,70434,41168,51335,22550,128620,40881,171350,7811.1,91831,178900,123000,115590,81691,47076,56524,73973,55752,56671,8435.3,18770,27800,37010,38362,29336,21196,13795,19236,18494,44230,34531,20990,12412,23847,20644,42313,32863,19355,10157,18617,16140,31307,19228,12029,7130.8,22081,10107,87701,54360,24534,24222,37869,14892,47041,33712,16183,12721,23586,7441.3,27240,15915,7096,5947.1,8584.8,3287.4,3535,3194.5,1811.7,1331.2,1648.9,1024.9,1692.9,1095.8,503.52,248.79,589.57,447.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG5_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9591.1,6614.9,3501.1,5803.6,7435,3583.6,38636,21626,16954,17259,24960,12156,34627,17401,9982.5,12060,14925,4157.5,21758,22439,8771.1,6763.3,9387.2,4186.3,26554,17287,6550.2,5556,5933.4,3306,0,0,0,0,0,0,925.52,1005.3,1064,357.93,394.7,524.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PP6R1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4719.9,4552.8,1625.6,1622.1,1893.4,813.51,3233.2,1502.9,911.58,476.44,967.12,460.28,12539,17681,10677,8529.4,7997,6594.2,20491,19193,15214,7058.3,9211.8,8349.1,12998,16244,12237,8906.9,8362,7053.9,3637.2,1474,3995.5,1298.2,1930.4,551.09,2554.6,1793.8,2401.2,1149.3,897.35,809.07,2226.8,1502.2,1570.2,101.65,1521.7,657.08,399.05,99.798,381.88,0,324.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBP24_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12248,8120.3,4137.6,2213.9,3363.4,2677.4,28275,26706,16914,8240.6,22285,13468,10758,9406.2,5328.6,2291.4,5395.8,2353.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHAN2_HUMAN",0,0,0,0,0,0,287.35,0,0,0,164.8,277.55,1833,1716.9,1360.4,1014.1,1475.3,486.93,7165.7,1233.5,5703.4,560.64,3222.2,7656.7,1813.7,1342.8,1089,737.95,650.49,975.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XCT_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12299,8358.4,7200.1,4065.1,13255,11017,8993.8,7208.6,3873.6,3444.4,4351.7,3465.2,9721,4770.8,3415.5,4240.6,5301,2739.7,44398,29428,15717,13002,21094,5334.6,36838,44814,15132,11314,17297,7748.6,13427,10057,4446.9,2835.4,3348.9,2112,1098,1664.8,386.4,799.02,842.31,669.9,519.66,478.28,396.83,243.99,300.61,223.55,4366.6,2553.7,3078.9,3088.1,1816.1,1478.4,1668.3,1013,1446.2,570.53,933.53,170.59,2913.6,3169.4,2964.8,985.03,1193.9,1167.1,0,0,0,0,0,0,0,0,0,0,0,0,10817,1439.3,11873,0,4243.6,219.31,3304,76.537,2668.5,126.49,1115.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRRM2_HUMAN",0,0,0,0,0,0,679.72,0,611.77,107.24,523.18,950.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12721,7991.7,3583.8,3302.7,11597,13394,0,0,0,0,0,0,39417,31543,29055,14961,35303,33312,59877,49213,30091,17460,24202,24910,49385,35691,21416,15990,25977,18694,61452,60561,21377,32218,23990,20155,13150,16147,5056.6,7679.9,6094.2,5376.2,9416.5,7228.4,2279.3,3502.7,2641.5,3195,11165,21162,11560,13050,10314,8928.8,16775,16908,8573.4,10578,7800.8,8568.3,9224.6,9384.9,7583.7,8788.2,6401.3,3861.8,5450,3506.1,3969.8,2769,3542.7,658.87,13128,10555,11131,6685.6,9187.9,4132.3,7571.6,4911.9,6790.9,2531.4,4910.7,2103,6295.8,1502.8,4328.3,700.42,3562.3,727.19,28540,5677.8,36165,1384.5,17715,2033.3,47357,2910.8,34847,1400.6,18029,1568.7,49118,3697.9,35063,1388.8,21303,1124.5,38279,7117.3,20572,2966.2,31797,1465.3,53027,12532,41351,13682,26549,1179
"PA2G4_HUMAN",0,0,0,0,0,0,3350.1,395.58,2224.7,3692.5,1705.8,18708,32665,149290,22498,74802,21576,35389,50793,47461,51002,23170,34710,269500,93433,465020,59904,165060,58301,203870,88681,341180,5645.2,69047,64055,100230,115220,200770,77323,59829,91876,79200,187830,106640,124500,24897,130310,59226,206290,55428,187520,14894,99801,26587,115990,46853,78087,11695,90473,18980,368410,72378,142350,30476,154170,21830,168320,51681,76409,14231,63945,10907,229070,37177,81096,12080,43719,6696.6,54643,21947,55348,9785.6,27209,8585.1,110900,27780,73661,9114.8,31338,12628,66547,16282,60038,9626.1,25258,6278.6,112980,9232.3,96918,4331.3,29687,3680.9,54484,5712.5,38018,2202.3,12051,2613.9,69480,2889.1,43753,546.61,16324,2398.5,55666,1143.3,23935,406.21,11040,936.76,44258,225.07,29990,0,8737.3,321.29,9149,0,3984.3,0,711.95,0,5516.9,0,3351.7,0,1052,0,0,0,0,0,0,0,5531.7,328.21,6931.5,702.53,1794.3,110.92
"SMC3_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49456,70060,24571,20904,37751,39108,98924,147110,52797,44500,97473,57677,126850,88364,47212,35339,46499,22199,49828,31027,18069,12517,18532,7707.1,34927,20353,10666,7025.4,7968.2,3797.5,0,0,0,0,0,0,2572.3,1008.3,1330.8,928.92,1384.1,538.2,1612.4,556.44,1076.5,561.75,1135.5,235.07,1687.7,472.56,1673.4,231.02,1051.6,130.69,2479.2,485.48,1941.6,356.69,1046.6,245.01,0,0,0,0,0,0,0,0,0,0,0,0,1973.5,52.734,2139.6,0,653.84,0,11705,245.38,8378.7,6.8726,1950,0,5882.9,0,4349.4,0,1265.1,0,4457.3,103.92,2559.1,130.28,1992.7,157.36,1420.6,606.17,1768.8,601.49,642.91,0
"CHM2B_HUMAN",0,0,0,0,0,0,43633,0,15456,5242.3,10558,11669,27507,15543,18679,14008,15829,6377.4,24282,10864,23032,1693.7,10786,30004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZN148_HUMAN",0,0,0,0,0,0,2496.2,0,1422.6,305.54,1374.7,4221.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIP7_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5924.1,462.69,8732.9,0,2001.4,0,8669.1,0,7446.2,0,1405.4,170.71,11027,591.32,8182.8,60.279,3627.7,289.1,9392.2,946.02,4141,551.61,4012.3,318.14,2966.5,727.25,4149,950.43,2336.3,160.32
"GLCNE_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34678,28874,26506,12787,13042,14493,20252,20344,11016,7309.3,10213,11687,39764,38243,13457,10624,10907,14493,8655.6,6327,3065.2,1886.7,3459,2367.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RTRAF_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2584.6,2550.1,1664.3,2464.8,1554.5,1831.4,24960,30066,15026,13556,21667,27200,50817,28316,34259,6126.9,12736,11992,83896,45793,34365,14366,35288,17203,63802,34127,24246,14726,22645,12392,25933,17084,15072,3077.1,12191,3652.2,34430,11619,8835.1,3573.5,7454.3,2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3988.9,1461.6,3509.5,569.82,1325.2,473.38,3292.2,1285.7,4335.2,203.89,2210.2,748.59,0,0,0,0,0,0,3673,1114.9,4454.7,80.896,1054.4,285.55,12687,701.72,9469.6,12.265,1698.7,403.11,3911.2,96.202,3415.8,5.7446,822.54,161.79,6073.7,2083.8,3688.6,1284.7,3202.2,349.11,10615,3094.7,11865,7083.8,3112.1,761.62
"RUVB2_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9690.4,8403.8,6521.7,3150.9,8130.3,4704.5,112230,73203,65269,24184,108010,46901,386070,249930,132930,100650,173390,63794,204410,208300,74916,53352,99948,40894,204070,125250,42291,38443,43955,23631,55576,103110,52894,46626,43439,33626,107570,102370,59631,36462,45575,45562,49533,60190,40243,39523,36436,28041,20536,20264,18749,10079,16666,4381.9,24398,17033,19582,12407,11524,7050.2,21576,16111,18426,6323.5,16395,6776.4,1906.8,650.91,847.68,252.16,1035.4,245.67,29029,4802.3,34221,1554.7,13678,885.42,31686,211.16,28110,128.49,6694,572.35,41605,251.46,32156,310.59,12094,602.22,18671,1095.6,12892,951.77,11779,275.68,13927,1948.6,11663,4208.1,5999.4,304.46
"PIN4_HUMAN",0,0,0,0,0,0,43983,0,29490,5930.9,19516,40206,16027,20116,12745,6787.6,10160,4021.8,33199,12233,28375,939.98,13344,48045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLAP_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36349,6742.3,41828,699.12,17699,56994,79242,57952,46392,28740,29610,42036,33680,28848,5097.3,20191,21382,24546,18056,19093,13793,8011.2,8424.6,9416.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20492,20598,4874.2,6291,5737.9,4574.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUVB1_HUMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3938.4,3094.5,1488.5,543.25,4465.1,2390.1,117630,58134,63432,16534,114100,38521,382170,235480,153010,115880,163190,98513,270270,234970,103700,53647,133040,57916,198960,124320,47562,36663,42940,25484,74159,136260,48787,56547,43150,44064,87849,82405,55297,26900,41706,36411,29435,30990,22066,20429,18693,14091,8050.5,8189.1,7082.5,3680.1,5662.6,2084.5,15653,13524,13992,7371.7,8514.2,5794,3916.2,2766.6,3909.9,932.29,2863,1208.2,7865.7,3391.6,5077.6,1707.9,4387.1,1451.4,7379.9,1770.3,8688.1,340.53,3994,268.53,32479,81.971,29738,57.711,6038.4,746.96,9145,523.4,8314.3,82.077,3145.5,70.518,8801.4,1276.1,6817.8,461.64,6008.5,364.13,3375.8,1146.6,3882.5,1642.9,1252.2,168.76
